Author_date_code,Stream,State_(USA)_or_country,Reach_descriptor,Date,Isotope_study,Stream_order,Discharge_Ls,Depth_m,Width_m,Velocity_ms,NH4_Cb_ ugNL,NH4_Cp_ugNL,NH4_Sw_m,NH4_Vf_mmmin,NO3_Cb_ugNL,NO3_Cp_ugNL,NO3_Sw_m,NO3_Vf_mmmin
Arp_and_Baker_2007,Beaver,ID,reference,summers_2003-2004,no,NA,334,0.18,5.9,NA,NA,NA,NA,NA,2,17.6,7692,0.44
Arp_and_Baker_2007,Elk,ID,reference,summers_2003-2004,no,NA,303,0.22,6.4,NA,NA,NA,NA,NA,3.7,14.8,2778,1.02
Arp_and_Baker_2007,Fir_1,ID,reference,summers_2003-2004,no,NA,189,0.27,3.8,NA,NA,NA,NA,NA,28.2,42.3,1337,2.23
Arp_and_Baker_2007,Fir_2,ID,reference,summers_2003-2004,no,NA,250,0.24,4.9,NA,NA,NA,NA,NA,51.7,62,390,7.85
Arp_and_Baker_2007,Stanley_Lake_1,ID,reference,summers_2003-2004,no,NA,445,0.16,7.6,NA,NA,NA,NA,NA,12.3,38.1,5882,0.6
Arp_and_Baker_2007,Stanley_Lake_2,ID,reference,summers_2003-2004,no,NA,580,0.27,6.8,NA,NA,NA,NA,NA,8.1,42.9,2128,2.4
Arp_and_Baker_2007,Warm_Springs_1,ID,reference,summers_2003-2004,no,NA,156,0.24,2.3,NA,NA,NA,NA,NA,8.8,23.8,1282,3.17
Arp_and_Baker_2007,Warm_Springs_2,ID,reference,summers_2003-2004,no,NA,177,0.33,4.4,NA,NA,NA,NA,NA,5.7,23.9,541,4.46
Arp_and_Baker_2007,Pettit_Lake_N,ID,lake_inlet,summers_2003-2004,no,NA,69,0.18,4.9,NA,NA,NA,NA,NA,25.3,131.6,1563,0.54
Arp_and_Baker_2007,Pettit_Lake_S,ID,lake_inlet,summers_2003-2004,no,NA,178,0.2,4,NA,NA,NA,NA,NA,17.4,92.2,1370,1.95
Arp_and_Baker_2007,Stanley_Lake_3,ID,lake_inlet,summers_2003-2004,no,NA,670,0.2,12,NA,NA,NA,NA,NA,13.3,39.9,NA,NA
Arp_and_Baker_2007,Warm_Springs_3,ID,lake_inlet,summers_2003-2004,no,2,232,0.32,2.8,NA,NA,NA,NA,NA,5.1,18.4,1754,2.83
Arp_and_Baker_2007,Yellowbelly_1,ID,lake_inlet,summers_2003-2004,no,NA,78,0.21,4.8,NA,NA,NA,NA,NA,7.5,31.5,455,2.14
Arp_and_Baker_2007,Yellowbelly_3,ID,lake_inlet,summers_2003-2004,no,NA,409,0.24,6.1,NA,NA,NA,NA,NA,21,84,345,11.66
Arp_and_Baker_2007,Yellowbelly_5,ID,lake_inlet,summers_2003-2004,no,NA,701,0.38,8.2,NA,NA,NA,NA,NA,24.8,59.5,1785,2.87
Arp_and_Baker_2007,Pettit_Lake,ID,lake_outlet,summers_2003-2004,no,NA,410,0.17,7.9,NA,NA,NA,NA,NA,11.2,30.2,7143,0.44
Arp_and_Baker_2007,Stanley_Lake_4,ID,lake_outlet,summers_2003-2004,no,NA,830,0.41,12.8,NA,NA,NA,NA,NA,1.5,11.3,NA,NA
Arp_and_Baker_2007,Warm_Springs_4,ID,lake_outlet,summers_2003-2004,no,2,167,0.25,9.7,NA,NA,NA,NA,NA,1.2,2.6,NA,NA
Arp_and_Baker_2007,Yellowbelly_2,ID,lake_outlet,summers_2003-2004,no,NA,254,0.23,3.7,NA,NA,NA,NA,NA,13,41.6,NA,NA
Arp_and_Baker_2007,Yellowbelly_4,ID,lake_outlet,summers_2003-2004,no,NA,619,0.43,6.7,NA,NA,NA,NA,NA,15.5,63.6,NA,NA
Arp_and_Baker_2007,Yellowbelly_6,ID,lake_outlet,summers_2003-2004,no,NA,760,0.16,15.4,NA,NA,NA,NA,NA,7.1,24.9,NA,NA
Arp_and_Baker_2007,Hell_Roaring,ID,below_lake,summers_2003-2004,no,NA,610,0.26,7.4,NA,NA,NA,NA,NA,17.1,32.5,2778,1.78
Arp_and_Baker_2007,Stanley_Lake_5,ID,below_lake,summers_2003-2004,no,NA,704,0.15,11.4,NA,NA,NA,NA,NA,4.3,20.6,NA,NA
Arp_and_Baker_2007,Warm_Springs_5,ID,below_lake,summers_2003-2004,no,NA,238,0.23,4.2,NA,NA,NA,NA,NA,1.7,5.3,NA,NA
Arp_and_Baker_2007,Warm_Springs_6,ID,below_lake,summers_2003-2004,no,NA,276,0.36,3.6,NA,NA,NA,NA,NA,4.1,11.9,2681,1.72
Ashkenas_et_al_2004,Mack_Creek,OR,NA,20-Jul-98,yes,3,87.4,0.155,6,0.075,3.6,4,55,12,54.3,54.3,1491,0.44
Ashkenas_et_al_2004,Mack_Creek,OR,NA,10-Aug-98,yes,3,52,0.15,5.1,0.068,2,2,44,11.4,58,58,1261,0.4
Ashkenas_et_al_2004,Mack_Creek,OR,NA,31-Aug-98,yes,3,35,0.15,5.1,0.046,2,2,36,10.8,70,70,1111,0.35
Baker_et_al_unpublished,Springs_Creek,ID,day_1,2-May,yes,2,754,NA,3.85,NA,NA,NA,NA,NA,11,NA,7143,1.64
Baker_et_al_unpublished,Springs_Creek,ID,day_7,2-May,yes,2,576,NA,3.85,NA,NA,NA,NA,NA,11.7,NA,5500,1.63
Baker_et_al_unpublished,Springs_Creek,ID,day_14,2-May,yes,2,488,NA,NA,NA,NA,NA,NA,NA,9.9,NA,3846,1.98
Bernhardt_et_al_2002,Paradise_Brook,NH,NA,13-Jun-99,no,4,3.7,0.078,2.59,0.018,NA,NA,NA,NA,315,NA,70,1.21
Bernhardt_et_al_2002,W2_stream,NH,NA,13-Jul-98,no,1,0.8,0.032,1.64,0.016,NA,NA,NA,NA,4,NA,146,0.21
Bernhardt_et_al_2002,W6_stream,NH,NA,20-Jun-99,no,1,1.4,0.056,1.4,0.018,2,NA,NA,NA,38.1,88,202,0.3
Bernhardt_et_al_2002,W6_stream,NH,NA,20-Jun-99,no,1,1.4,0.056,1.4,0.018,2,17.5,18,3.33,26.6,77,104,0.58
Bernot_et_al_2006,Cobb_Ditch,IN,NA,2002,no/yes,3,575,NA,NA,NA,82.9,NA,778,1.79,2900,NA,2200,2.4
Bernot_et_al_2006,Little_Rabbit_River,MI,NA,2002,no/yes,1,63,NA,NA,NA,25.1,NA,540,1.93,3200,NA,1400,3
Bernot_et_al_2006,Red_Run_Drain,MI,NA,2002,no/yes,1,17,NA,NA,NA,43.6,NA,1111,0.63,600,NA,1900,0.6
Bernot_et_al_2006,Red_Run_Drain,MI,NA,2002,no/yes,1,17,NA,NA,NA,65,NA,800,1.2,NA,NA,NA,NA
Bernot_et_al_2006,Sand_Creek_tributary,MI,NA,2002,no/yes,1,7,NA,NA,NA,8.8,NA,244,2.71,500,NA,800,4.8
Brookshire_et_al_2005,Hugh_White_Creek,NC,NA,3-Jul,no,1,20.7,NA,NA,NA,2,NA,NA,NA,11,NA,357,0.6
Bukaveckas_2007,Wilson,KY,channelized,2002-2003,no,NA,125,0.09,6.8,11.9,NA,NA,NA,NA,375,,20000,0.13
Bukaveckas_2007,Wilson,KY,restored,2003-2004,no,NA,109,0.14,5.5,8.7,NA,NA,NA,NA,456,,617,1.26
Bukaveckas_2007,Harts_Run,KY,reference,2002-2004,no,NA,62,NA,NA,6.1,NA,NA,NA,NA,63,,8333,0.03
Butturini_and_Sabater_1998,Riera_Major,SPAIN,NA,1-Jun-95,no,2,32.8,NA,NA,0.1,16,56,253,NA,440,NA,NA,NA
Butturini_and_Sabater_1998,Riera_Major,SPAIN,NA,22-Jun-95,no,2,24.75,NA,NA,0.07,16,56,114,NA,440,NA,NA,NA
Butturini_and_Sabater_1998,Riera_Major,SPAIN,NA,10-Jul-95,no,2,26.6,NA,NA,0.072,16,56,68,NA,440,NA,NA,NA
Butturini_and_Sabater_1998,Riera_Major,SPAIN,NA,25-Jul-95,no,2,15.8,NA,NA,0.064,16,56,76,NA,440,NA,NA,NA
Butturini_and_Sabater_1998,Riera_Major,SPAIN,NA,26-Aug-95,no,2,87,NA,NA,0.161,16,56,429,NA,440,NA,NA,NA
Butturini_and_Sabater_1998,Riera_Major,SPAIN,NA,7-Sep-95,no,2,44.6,NA,NA,0.13,16,56,158,NA,440,NA,NA,NA
Butturini_and_Sabater_1998,Riera_Major,SPAIN,NA,28-Sep-95,no,2,43.3,NA,NA,0.093,16,56,145,NA,440,NA,NA,NA
Butturini_and_Sabater_1998,Riera_Major,SPAIN,NA,24-Nov-95,no,2,168,NA,NA,0.221,16,56,505,NA,440,NA,NA,NA
Butturini_and_Sabater_1998,Riera_Major,SPAIN,NA,8-Feb-96,no,2,342,NA,NA,0.357,16,56,693,NA,440,NA,NA,NA
Butturini_and_Sabater_1998,Riera_Major,SPAIN,NA,22-Feb-96,no,2,69,NA,NA,0.152,16,56,385,NA,440,NA,NA,NA
Butturini_and_Sabater_1998,Riera_Major,SPAIN,NA,27-Sep-96,no,2,42.6,NA,NA,0.09,16,56,137,NA,440,NA,NA,NA
Davis_and_Minshall_1999,Cliff_Creek,ID,NA,2-Aug-95,no,2,83.3,0.175,2,0.24,10,NA,NA,NA,330,520,1839,1.38
Davis_and_Minshall_1999,Pioneer_Creek,ID,NA,1-Aug-95,no,2,88,0.157,1.94,0.29,5,NA,NA,NA,52,230,549,4.92
Dieterich_and_Anderson_1998,FT1,CA,NA,NA,no,NA,24.7,NA,1.04,NA,NA,NA,NA,NA,NA,NA,114,0.21
Dieterich_and_Anderson_1998,FT1,CA,NA,NA,no,NA,24.7,NA,1.04,NA,NA,NA,NA,NA,NA,NA,111,0.21
Dieterich_and_Anderson_1998,MT1,CA,NA,NA,no,NA,10.3,NA,0.46,NA,NA,NA,NA,NA,NA,NA,64,0.35
Dodds_et_al_unpublished,Kansas_River,KS,NA,NA,yes,NA,14350,NA,NA,NA,6.5,NA,2000,5.7,NA,NA,NA,NA
Dodds_et_al_2002,Kings_Creek,KS,prairie,7-May-98,no,3,2,NA,NA,NA,NA,42,145,0.48,NA,NA,NA,NA
Dodds_et_al_2002,Kings_Creek,KS,prairie,7-May-98,no,3,2,NA,NA,NA,8.7,98,261,0.27,NA,NA,NA,NA
Dodds_et_al_2002,Kings_Creek,KS,prairie,8-Jun-98,no,3,5,NA,NA,NA,8.7,126,66,2.65,NA,NA,NA,NA
Dodds_et_al_2002,Kings_Creek,KS,prairie,8-Jun-99,no,3,5,NA,NA,NA,8.7,1176,248,0.72,NA,NA,NA,NA
Dodds_et_al_2002,Kings_Creek,KS,gallery,5-Jul-99,no,3,29,NA,NA,NA,32.9,686,97,7.15,NA,NA,NA,NA
Dodds_et_al_2002,Kings_Creek,KS,gallery,12-Jul-98,no,3,29,NA,NA,NA,NA,70,91,7.65,NA,NA,NA,NA
Dodds_et_al_2002,Kings_Creek,KS,gallery,12-Jul-98,no,3,29,NA,NA,NA,NA,126,47,2.82,NA,NA,NA,NA
Dodds_et_al_2002,Kings_Creek,KS,gallery,12-Jul-98,no,3,29,NA,NA,NA,NA,336,115,6.03,NA,NA,NA,NA
Dodds_et_al_2002,Kings_Creek,KS,prairie,1-Apr-98,no,3,55,NA,NA,NA,NA,NA,NA,NA,NA,56,168,7.43
Dodds_et_al_2002,Kings_Creek,KS,prairie,22-Jun-98,no,3,4,NA,NA,NA,NA,NA,NA,NA,57.4,210,300,0.52
Dodds_et_al_2002,Kings_Creek,KS,prairie,22-Jun-98,no,3,4,NA,NA,NA,NA,NA,NA,NA,57.4,406,311,0.5
Dodds_et_al_2002,Kings_Creek,KS,prairie,22-Jun-98,no,3,4,NA,NA,NA,NA,NA,NA,NA,57.4,854,402,0.4
Dodds_et_al_2002,Kings_Creek,KS,prairie,22-Jun-98,no,3,4,NA,NA,NA,NA,NA,NA,NA,57.4,1470,225,0.7
Dodds_et_al_2002,Kings_Creek,KS,prairie,4-Apr-98,no,3,47,NA,NA,NA,NA,28,228,5.23,NA,NA,NA,NA
Dodds_et_al_2002,Kings_Creek,KS,prairie,26-Apr-98,yes,3,8,NA,NA,NA,NA,1,24,11.25,NA,NA,NA,NA
Dodds_et_al_2002,Kings_Creek,KS,prairie,11-May-98,yes,3,11,NA,NA,NA,8.7,0,38,6,NA,NA,NA,NA
Dodds_et_al_2002,Kings_Creek,KS,prairie,7-Apr-98,yes,3,48,NA,NA,NA,NA,1,56,23.62,NA,NA,NA,NA
Dodds_et_al_2000,Kings_Creek,KS,NA,7-Apr-98,yes,3,41,NA,2.4,0.045,2,2,228,18.1,3,3,NA,4.9
Dodds_et_al_2000,Kings_Creek,KS,NA,26-Apr-98,yes,3,9,NA,2.4,NA,NA,NA,56,NA,NA,NA,NA,NA
Dodds_et_al_2000,Kings_Creek,KS,NA,11-May-98,yes,3,14,NA,2.4,NA,NA,NA,38,NA,NA,NA,NA,NA
Earl_et_al_2006,Sammy_Creek,VA,NA,28-Apr-03,no,NA,7,0.05,1.36,NA,5,NA,NA,NA,5,5,128,1.57
Earl_et_al_2006,Sammy_Creek,VA,NA,30-Apr-03,no,NA,7,0.05,1.36,NA,5,NA,NA,NA,5,47,181,0.83
Earl_et_al_2006,Sammy_Creek,VA,NA,14-Jul-03,no,NA,6,0.04,0.71,NA,1.5,NA,NA,NA,3,3,42,2.09
Earl_et_al_2006,Sammy_Creek,VA,NA,15-Jul-03,no,NA,6,0.04,0.71,NA,1.5,NA,NA,NA,3,140,88,0.74
Earl_et_al_2006,Hugh_White_Creek,NC,NA,7-Oct-03,no,NA,7,0.02,2.25,NA,3,NA,NA,NA,3,3,23,2.8
Earl_et_al_2006,Hugh_White_Creek,NC,NA,8-Oct-03,no,NA,7,0.02,2.25,NA,3,NA,NA,NA,3,39,175,0.37
Earl_et_al_2006,Hugh_White_Creek,NC,NA,9-Oct-03,no,NA,7,0.02,2.25,NA,3,NA,NA,NA,3,260,508,0.14
Earl_et_al_2006,Hugh_White_Creek,NC,NA,10-Oct-03,no,NA,7,0.02,2.25,NA,3,NA,NA,NA,3,537,816,0.09
Earl_et_al_2006,Alta,VA,NA,24-Aug-03,no,NA,15,0.08,2.49,NA,1.5,NA,NA,NA,182,181,587,0.46
Earl_et_al_2006,Alta,VA,NA,25-Aug-03,no,NA,15,0.08,2.49,NA,1.5,NA,NA,NA,182,223,1157,0.22
Earl_et_al_2006,Alta,VA,NA,26-Aug-03,no,NA,15,0.08,2.49,NA,1.5,NA,NA,NA,182,360,3128,0.08
Earl_et_al_2006,Alta,VA,NA,27-Aug-03,no,NA,15,0.08,2.49,NA,1.5,NA,NA,NA,182,577,5464,0.05
Earl_et_al_2006,Stonecrop,VA,NA,9-Sep-03,no,NA,2,0.03,1.01,NA,5,NA,NA,NA,298,287,632,0.09
Earl_et_al_2006,Stonecrop,VA,NA,10-Sep-03,no,NA,2,0.03,1.01,NA,5,NA,NA,NA,298,361,684,0.09
Earl_et_al_2006,Stonecrop,VA,NA,11-Sep-03,no,NA,2,0.03,1.01,NA,5,NA,NA,NA,298,575,1002,0.06
Earl_et_al_2006,Stonecrop,VA,NA,12-Sep-03,no,NA,2,0.03,1.01,NA,5,NA,NA,NA,298,850,1263,0.05
Earl_et_al_2006,Greenbrier,VA,NA,13-Aug-03,no,NA,31,0.08,1.9,NA,1.5,NA,NA,NA,983,981,3652,0.23
Earl_et_al_2006,Greenbrier,VA,NA,13-Aug-03,no,NA,31,0.08,1.9,NA,1.5,NA,NA,NA,983,1081,NA,NA
Earl_et_al_2006,Greenbrier,VA,NA,14-Aug-03,no,NA,31,0.08,1.9,NA,1.5,NA,NA,NA,983,1240,5519,0.14
Earl_et_al_2006,Greenbrier,VA,NA,14-Aug-03,no,NA,31,0.08,1.9,NA,1.5,NA,NA,NA,983,1568,7194,0.11
Fellows_et_al_2006,Rio_Calaveras,NM,NA,21-Jul-99,no,1,1.11,0.024,0.9,0.053,NA,NA,NA,NA,168,NA,2484,0.03
Fellows_et_al_2006,Gallina_Creek,NM,NA,28-Jul-99,no,1,1.1,0.054,1,0.021,NA,NA,NA,NA,14,NA,147,0.47
Fellows_et_al_2006,Walker_Branch,TN,East_Fork ,2-Aug-99,no,1,1.02,0.073,1,0.013,NA,NA,NA,NA,28,NA,339,0.15
Fellows_et_al_2006,Hugh_White_Creek,NC,,9-Aug-99,no,1,3.36,0.018,5.5,0.034,NA,NA,NA,NA,28,NA,743,0.05
Grimm_et_al_2005,Agua_Fria_River,AZ,NA,2002-2003,no,NA,15.4,0.125,3,NA,NA,NA,NA,NA,5,105,67,4.62
Grimm_et_al_2005,Gila_Drain,AZ,NA,2002-2003,no,NA,113,0.5,3,0.075,NA,NA,NA,NA,1220,1700,526,4.32
Grimm_et_al_2005,Highline_Canal,AZ,NA,2002-2003,no,NA,306,0.5,2,0.306,NA,NA,NA,NA,6111,6458,1245,7.2
Grimm_et_al_2005,Indian_Bend_Wash,AZ,NA,2002-2003,no,NA,49,0.25,4,0.049,NA,NA,NA,NA,100,539,555,1.32
Grimm_et_al_2005,Prince_Road_Drain,AZ,NA,2002-2003,no,NA,187,0.225,4,0.208,NA,NA,NA,NA,5241,5491,833,3.36
Grimm_et_al_2005,Rio_Rancho_Drain,NM,NA,2002-2003,no,NA,27.4,0.2,4.4,0.031,NA,NA,NA,NA,18,118,294,1.26
Grimm_et_al_2005,Sycamore_Creek,AZ,NA,2002-2003,no,4,55,NA,NA,NA,NA,NA,NA,NA,21,271,90,12
Grimm_et_al_2005,Agua_Fria_River,AZ,NA,2002-2003,yes,NA,10,0.125,3,0.027,NA,NA,NA,NA,0.4,0.4,36,5.64
Grimm_et_al_2005,Highline_Canal,AZ,NA,2002-2003,yes,NA,502,0.5,2,0.502,NA,NA,NA,NA,4747,4747,1245,16.14
Grimm_et_al_2005,Indian_Bend_Wash,AZ,NA,2002-2003,yes,NA,69,0.25,4,0.069,NA,NA,NA,NA,202,202,609,1.56
Grimm_et_al_2005,Rio_Rancho_Drain,NM,NA,2002-2003,yes,NA,14,0.2,4.4,0.016,NA,NA,NA,NA,7,7,84,2.28
Gucker_and_Boechat_2004,Rio_Cipo,BRAZIL,meandering,2-Apr,no,1,2.25,0.13,0.63,0.021,6,430,117000,0,NA,NA,NA,NA
Gucker_and_Boechat_2004,Rio_Cipo,BRAZIL,run,2-Apr,no,1,2.2,0.04,0.37,0.022,6,630,88000,0,NA,NA,NA,NA
Gucker_and_Boechat_2004,Rio_Cipo,BRAZIL,step-pool,2-Apr,no,1,1.07,0.15,1.13,0.007,6,410,19688,0,NA,NA,NA,NA
Gucker_and_Boechat_2004,Rio_Cipo,BRAZIL,swamp,2-Apr,no,1,2.13,0.07,2.6,0.05,6,340,58333,0,NA,NA,NA,NA
Gucker_and_Pusch_2006,Demnitzer_Mill_Brook_D,GERMANY,above_WWTP,2002,no,1,23,0.27,NA,0.091,120,NA,1928,0.76,4131.6,NA,23081,0.06
Gucker_and_Pusch_2006,Demnitzer_Mill_Brook_P,GERMANY,below_WWTP,2002,no,1,22,0.25,NA,0.089,160,NA,3077,0.43,6731.7,NA,27534,0.05
Gucker_and_Pusch_2006,Erpe_D,GERMANY,above_WWTP,2002,no,3,164,0.46,NA,0.15,60,NA,2094,1.97,1277.1,NA,18569,0.22
Gucker_and_Pusch_2006,Erpe_P,GERMANY,below_WWTP,2002,no,3,511,0.77,NA,0.177,130,NA,5609,1.45,5810.1,NA,8595,0.95
Hall_and_Tank_2003,Bailey_Creek,WY,mixed_sedimentary,Jun-99,no,2,118,0.1,5.4,0.212,1.6,12,833,1.6,5.2,20,747,1.7
Hall_and_Tank_2003,Ditch_Creek,WY,mixed_sedimentary,Jun-99,no,2,231,0.14,5.8,0.283,2.2,12,249,9.6,5,20,821,2.9
Hall_and_Tank_2003,Glade_Creek,WY,ryholite_lava,Jun-99,no,1,149,0.15,3,0.328,0.2,12,322,9.2,2.5,20,758,3.9
Hall_and_Tank_2003,Lizard_Creek,WY,mixed_sedimentary,Jun-99,no,2,25,0.11,2.5,0.095,0.9,12,416,1.4,5.5,20,1568,0.4
Hall_and_Tank_2003,Moose_Wilson_Road_Creek,WY,crystalline_metamorphic,Jun-99,no,1,35,0.09,2.2,0.188,10.4,12,910,1.1,89,20,NA,0
Hall_and_Tank_2003,North_Moran_Bay_Creek,WY,crystalline_metamorphic,Jun-99,no,2,9,0.14,0.8,0.077,1.8,12,344,1.9,43,20,NA,0
Hall_and_Tank_2003,Paintbrush_Canyon_Creek,WY,crystalline_metamorphic,Jun-99,no,1,39,0.06,1.3,0.05,1.6,12,172,1.1,169,20,NA,0
Hall_and_Tank_2003,Pilgrim_Creek,WY,mixed_sedimentary_channel_1,Jun-99,no,3,46,0.06,4.1,0.202,0.5,12,278,2.4,2.5,20,558,1.3
